ocid,releasedate,buyer_id,buyer,supplier,supplier_id,aw_total_suppliers
ocds-0c46vo-0353-MAR347552,2019-03-07 00:00:00+00,,UNIVERSITY OF EDINBURGH,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-834fa732-b6c0-44b8-822d-140ba508d5c1,2019-05-09 14:19:02+00,,COLLEGE OF POLICING : HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-764cce19-55b2-4d07-be1c-5dd948af0af7,2019-03-28 08:47:43+00,,MINISTRY OF DEFENCE : MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0353-DEC338954,2018-12-05 00:00:00+00,,SCOTTISH FUTURES TRUST LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-124549-2017,2017-04-04 00:00:00+00,ACW090_ACOW_gov,ARTS COUNCIL OF WALES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-457412-2017,2017-11-16 00:00:00+00,,THE POLICE AND CRIME COMMISSIONER FOR WEST YORKSHIRE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-204180-2018,2018-05-12 00:00:00+00,,SELLAFIELD LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-SAQMMA08L1926,2019-11-17 12:10:45.306536+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6fe6c5a5-ffb9-4e07-b7b0-9705511b48e2,2017-01-27 12:03:58+00,E5104_TFL_gov,TRANSPORT FOR LONDON,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-89303019FLM000009,2019-11-16 12:05:58.506669+00,DEC066_DOEACC_gov,DEPARTMENT OF ENERGY AND CLIMATE CHANGE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-d85bc16e-739c-4191-80ba-60fbee8d56ae,2019-03-04 09:24:08+00,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-FA862207F8002,2019-11-17 05:31:09.65889+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HQ001310C0001,2019-11-17 20:50:21.163205+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-a5f2c49c-5206-4389-94f4-80eb552a8841,2018-05-22 17:09:53+00,LCD047_MOJ_gov,MINISTRY OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4ae638b3-f587-47ec-8025-a5c705f040ea,2019-02-04 11:09:06+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-bbf17ee2-d2a6-4be4-8a97-6f0745462b73,2018-02-26 15:45:36+00,LCD047_MOJ_gov,MINISTRY OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-dc88b48e-237c-4be8-b35b-de818fd6fddf,2018-10-09 10:51:51+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-d06a2cac-55b5-4484-8c57-022772c65711,2018-03-28 10:55:24+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-0f578762-06ee-4afa-889e-5c8d77aafb5b,2019-04-04 10:10:46+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6b012623-cea4-4454-b75b-c3a325e968fc,2019-04-25 09:51:37+00,,DEPARTMENT FOR TRANSPORT : DEPARTMENT FOR TRANSPORT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ac98f9eb-9e89-45a8-a8b4-ab322b87964a,2018-05-24 09:25:26+00,,BLACKPOOL COUNCIL,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ec4667a9-16fa-49e9-a1fe-78772da1be56,2018-11-23 12:10:16+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-38ce53a6-3ed2-4161-ae57-e9147acd12a3,2018-11-23 12:14:19+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ca103d9f-679e-4e50-97f9-10efc6a80054,2017-10-16 15:45:17+00,LCD047_MOJ_gov,MINISTRY OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-41dcf4a2-1e7b-451f-88d6-3e8898d4d9e9,2017-12-08 11:53:04+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-47961524-b98a-48b3-bd29-be0bf401e9e1,2017-12-21 15:29:39+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-3f07bd65-e81e-4ef5-8de1-22816350240b,2018-01-15 16:56:28+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-67e961da-e7bd-4f8c-b288-986df2b58073,2018-11-23 15:38:40+00,,ATAMIS LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-118caa2a-d7fe-4729-a98c-f9667118fc0f,2019-02-13 13:28:16+00,UKT013_DFIT_gov,DEPARTMENT FOR INTERNATIONAL TRADE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-b9ec73be-c61a-48b7-ba67-d84fe94c90d4,2017-09-04 11:42:22+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-07e723f5-0bd9-4056-9b84-4f6f3380ebac,2019-08-14 13:22:50+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-375705dc-ce85-46eb-810e-23fd17a783aa,2018-05-29 17:57:35+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-163082f2-a0a1-4fe6-a592-c90ad9ed9a2e,2018-10-09 10:41:01+00,,TEES VALLEY COMBINED AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-40f74afd-32ed-4499-8428-d6acfeb1adc2,2019-01-17 12:47:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ca6b1cb2-447a-4a08-895b-61ae4217e631,2018-05-24 14:44:00+00,WSR057_WSRA_gov,WATER SERVICES REGULATION AUTHORITY,DELOITTE LLP,OC303675,2
ocds-0c46vo-0001-7a3558ca-1805-4022-b8bc-bf6dfdb88af5,2018-08-29 11:37:17+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-52338913-6726-4843-977a-a2ad1924e7e3,2017-01-19 10:41:36+00,,WEST YORKSHIRE COMBINED AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-3a5ad16c-91f4-4591-8a7f-9b71c775b2ca,2018-12-14 09:24:57+00,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-9bd2a882-bfee-4687-a246-8aba00a22995,2019-03-10 14:00:13+00,,NETWORK HOMES LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ec29bf06-5992-4d0a-820c-0522f1da8837,2017-01-18 10:16:37+00,DOH033_NCB_gov,NHS COMMISSIONING BOARD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-65343a44-24ec-4f7d-875f-3350c4d8d5a1,2017-02-01 13:32:15+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-69e79ad3-9164-417b-8b91-ab496417b581,2019-06-21 14:18:09+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-93e69a5f-33e1-476f-a24c-4ce9a0510e80,2019-08-19 13:42:15+00,,NHS RESOLUTION : DEPARTMENT OF HEALTH AND SOCIAL CARE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-d734d68a-33b2-4f26-8f8a-7b83d6dddc58,2018-10-23 14:51:52+00,,THE DRIVER &AMP; VEHICLE STANDARDS AGENCY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-0842eefd-19dd-4de7-bd28-af5812ffba21,2018-12-17 14:25:40+00,HCA085_HE_gov,HOMES ENGLAND,DELOITTE LLP,OC303675,5
ocds-0c46vo-0384-75F40118F18001,2019-11-12 01:56:45.020161+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-bcb7cf1e-7ac8-4118-8527-f4eb1500e451,2017-03-22 16:09:04+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-9d78cfac-de64-48ef-9e03-f0321d6824e7,2017-08-09 15:14:02+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-e9ea506f-4f8a-4a63-8f42-ce30db8f4734,2017-09-26 11:27:23+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,30
ocds-0c46vo-0001-68aa5f92-5de8-4a7e-af5a-dc740089b1cb,2018-04-05 13:48:09+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-03fcbee3-3612-49a3-b294-520c7425b404,2019-07-19 15:14:35+00,,HS2 LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-3d37bf6d-59a9-42d4-af0b-f2ec2e83c49d,2017-09-29 14:29:17+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-97f432fe-8771-4ea9-b07f-080368fd75cc,2018-07-05 11:55:15+00,E0203_CBUA_gov,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-a49f1cbb-7f9e-4972-b26c-02b663c6508b,2018-07-24 10:40:39+00,HCA085_HE_gov,HOMES ENGLAND,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-e5ae3988-7835-44d6-a802-6b7df130287b,2018-11-23 08:30:53+00,,EAST MIDLANDS STRATEGIC COMMERCIAL UNIT (EMSCU),DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-39a2784e-c016-4161-a4a8-64630a95b782,2017-05-31 07:40:31+00,E4404_SCC_gov,SHEFFIELD CITY COUNCIL,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6ea97d50-347b-4442-aa4d-85931dd61462,2018-05-11 22:30:15+00,,SELLAFIELD LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-3ed0450f-7ad2-4105-80bf-047e1c56a7b4,2018-11-09 07:28:39+00,HCA085_HE_gov,HOMES ENGLAND,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-5a08a86d-f003-43ab-aa12-2ebba99a7c08,2018-11-09 07:55:54+00,HCA085_HE_gov,HOMES ENGLAND,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-2b79496d-4aa1-49ce-9fe4-17b2165ba2da,2019-02-27 10:13:02+00,E0501_PCC_gov,PETERBOROUGH CITY COUNCIL,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6c31e864-f37c-468c-8781-42aacbb5a892,2018-09-14 14:04:29+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-91ec8c38-f265-46ee-ac2c-6230b34101f7,2019-01-08 16:12:21+00,WSR057_WSRA_gov,WATER SERVICES REGULATION AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-23676744-7dae-4f0c-a80a-4fb2b35c040f,2018-11-09 09:55:30+00,HCA085_HE_gov,HOMES ENGLAND,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-e1e04a1a-b535-4cd1-bf42-64a2f779e299,2019-01-15 08:18:02+00,,HM TREASURY : HM TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4f8a30b0-9eec-41c8-93b9-5c46897dd33a,2019-04-01 15:41:09+00,HCA085_HE_gov,HOMES ENGLAND,DELOITTE LLP,OC303675,14
ocds-0c46vo-0001-bb0a9281-1f59-4b92-98de-7353710bc711,2019-02-21 15:42:10+00,,UK SHARED BUSINESS SERVICES LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-707200db-05c3-4f63-9e83-28e83edd109a,2017-07-07 14:06:23+00,,THIRTEEN HOUSING GROUP LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4aeeb939-adc1-4f56-9d61-f4e31a8c23c0,2019-03-04 14:53:13+00,UKT013_DFIT_gov,DEPARTMENT FOR INTERNATIONAL TRADE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSN27600017,2019-11-14 09:39:38.48855+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSF22317001,2019-11-12 03:30:15.993666+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75P00118F37013,2019-11-12 20:24:05.39994+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75FCMC19F0005,2019-11-13 04:05:01.804822+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-9fa5adb4-1e5e-4eb9-ae2c-405d697c9ad5,2018-07-04 09:50:19+00,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6866cd44-cf86-425b-b2d3-9a16835a63a0,2017-02-22 15:54:04+00,,UK SHARED BUSINESS SERVICES LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-30138d4c-b06d-4899-9dff-49ada8c998ec,2018-01-15 14:10:35+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-dd0c7363-62b3-4ec2-b70e-aa9f448ba9fa,2017-05-08 14:21:47+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-45e271fc-3107-4bf5-ba64-e3aef41b318d,2018-03-02 13:38:32+00,DFT004_HSTL_gov,HIGH SPEED TWO (HS2) LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-e9ed5ea1-0c47-4800-80b3-3692edc85dfa,2018-05-23 13:52:48+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-9c99d5b5-0841-45ea-899a-abede79b50b8,2017-10-25 17:14:00+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,2
ocds-0c46vo-0001-50d46630-acf3-4869-855f-87500eb4c223,2017-01-06 14:52:48+00,,THE BUSINESS GROWTH HUB LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-fd667155-204c-4a73-a82d-d6c81163dfdb,2017-06-05 16:26:56+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-f8af32bb-c796-4179-ac75-8215071dedc6,2017-06-15 14:33:07+00,,NHS IMPROVEMENTS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-054616-2018,2018-02-06 00:00:00+00,,NHS WALES SHARED SERVICES PARTNERSHIP,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-28b0e1b4-2a56-4ee1-a3f4-a3727ce84141,2017-05-19 10:31:41+00,,ESPO LTD,DELOITTE LLP,OC303675,134
ocds-0c46vo-0001-1dc54428-176b-44df-befb-dadf8ff7ac3a,2019-07-19 14:41:20+00,,HS2 LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-42390644-2f72-4d78-b59c-8665fad92b49,2017-10-13 14:48:41+00,LCD047_MOJ_gov,MINISTRY OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-c8cce09e-1b31-42f0-b2b6-2ceb9e3ce8db,2018-01-30 13:32:36+00,HOF034_HO_gov,HOME OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-5f47bb1a-aca2-406f-960c-c311ceafed20,2019-09-20 10:22:22+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-37e19b98-bc36-4525-9647-d10b58945466,2017-08-02 15:49:32+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ac88296e-59ec-40f3-a0a7-4069a0ca3068,2017-08-09 12:07:46+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-5e2d91fc-b5ec-4c9a-98c1-3debd84befe8,2018-08-30 14:49:31+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-5de0d6f9-5624-4d08-a474-befc1181e542,2018-04-10 16:29:53+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-3cd8e694-b1ca-4d56-9360-7956f92dbb57,2018-05-03 12:29:15+00,,BUSINESS ENERGY AND INDUSTRIAL STRATEGY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-305f7615-b45e-4754-bfb1-26e4f1294174,2018-07-05 10:48:49+00,,UNIVERSITY OF BIRMINGHAM,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6bfd455c-875c-43ed-8072-3e22ce329392,2017-01-11 09:04:48+00,CQC033_CQC_gov,CARE QUALITY COMMISSION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-c5d0f4fd-a513-42a8-b8c6-cf080052da07,2019-04-24 13:20:31+00,,HM TREASURY : HM TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-3da20249-7551-4a2b-8634-1a3ada98a22e,2019-05-14 16:06:07+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-645e4ec7-1798-4bc8-b310-814c8d8ce563,2019-05-23 11:05:50+00,,UK SHARED BUSINESS SERVICES LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-0b3a9cf3-11f1-4991-ba6b-c559fa8c9a73,2017-12-08 11:26:29+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-ea8e0fc3-d1dc-4982-83db-fcbd6f5fc9a3,2017-12-08 11:41:26+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-70b25858-0d82-4900-9993-957654234095,2019-06-20 10:56:37+00,DOH033_NHSD_gov,NHS DIGITAL,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-97b401cc-264e-46ec-b401-ccd423be7f3f,2019-07-08 12:16:36+00,,CABINET OFFICE : CABINET OFFICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-685eeee8-78ba-4dce-9945-06a90ad9c55a,2018-03-28 10:49:33+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-74f4f342-631c-4feb-b697-20ee4edf804c,2018-05-16 13:51:58+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-f83736c8-2029-4bca-809e-6d38211c5171,2018-05-29 11:58:18+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-29ae5214-2331-4838-abc8-2f7b15988191,2019-08-23 08:13:21+00,,JOINT FORCES COMMAND - HEADQUARTERS (NORTHWOOD) : MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-592133d5-c72d-47e5-a83f-6193bae6c283,2018-03-06 13:53:59+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-df91abad-8438-42ba-9133-8982ed153a56,2018-11-08 17:40:08+00,HCA085_HE_gov,HOMES ENGLAND,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-5e4b4858-cfbf-475a-a909-22fcb53b7500,2017-01-20 13:59:52+00,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-9a30bcb8-997c-4212-9581-7638fb550538,2017-02-01 12:10:13+00,E4703_KMC_gov,KIRKLEES METROPOLITAN COUNCIL,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-73711058-c99c-49c6-9dbf-c896ecd5cccd,2018-03-28 11:02:45+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-175d917c-1d2a-4be6-b517-a0944cef957e,2018-09-06 15:25:52+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-da63304c-afe7-4b26-89ca-acb6ad58a3b2,2018-01-04 16:15:35+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-f0330d27-8608-439a-9320-c1f3987705f1,2019-01-10 12:39:26+00,,UK SHARED BUSINESS SERVICES LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-e6afd14a-8b09-474a-882e-7e5b2a49b264,2017-06-24 06:18:06+00,,PUBLIC SECTOR AUDIT APPOINTMENTS LIMITED,DELOITTE LLP,OC303675,6
ocds-0c46vo-0001-06d29492-f307-4a0e-9f01-fac47f721bf4,2018-02-28 16:25:28+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-4a2d66f2-c864-45c1-817f-2b551b614ffe,2019-07-19 15:11:23+00,,HS2 LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-183693b9-44c0-4569-8f53-26a34f20d818,2019-08-02 12:54:33+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-eba91d08-0690-44b0-b04c-ac5628e7336e,2017-12-08 11:35:27+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-d69828aa-d9b5-4903-b703-769473c26387,2017-12-08 11:58:52+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-823b4c65-5e39-4b92-8ea4-0c769276c48a,2018-03-23 09:52:23+00,,UK SHARED BUSINESS SERVICES LIMITED,DELOITTE LLP,OC303675,82
ocds-0c46vo-0001-edf574a9-5a8c-4ded-b844-fa383384afb2,2017-12-01 13:51:18+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-385cf199-efeb-4dff-b5ed-194a1e68394d,2018-09-07 11:44:03+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-0ddaa224-48b5-4d3b-9166-2c9138b4f581,2017-03-22 16:19:33+00,WSR057_WSRA_gov,WATER SERVICES REGULATION AUTHORITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-2a132555-f723-4853-84ed-2a6a20682896,2017-09-13 09:04:55+00,LCD047_MOJ_gov,MINISTRY OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-395e0273-3cce-4855-8c51-52273da2e886,2017-09-05 12:04:58+00,FTRBAX_TASNFT_gov,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-8caaca6e-935e-4ac8-a2d0-2c50dd5bef0f,2018-01-24 12:33:43+00,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-5ab1e375-a6d1-4470-aa55-9bd4cafd1010,2017-12-22 10:26:25+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-fb0553cb-cdcd-46ad-b735-6633356ee868,2018-10-19 11:11:59+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-176605-2019,2019-04-15 00:00:00+00,,NETWORK RAIL INFRASTRUCTURE LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-352817-2017,2017-09-08 00:00:00+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0133-352817-2017,2017-09-08 00:00:00+00,ONS005_OFNS_gov,OFFICE FOR NATIONAL STATISTICS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-0bd9feb7-80c0-4094-88bc-55a9a112e5a3,2017-09-10 12:00:31+00,,GENTOO GROUP LIMITED,DELOITTE LLP,OC303675,2
ocds-0c46vo-0384-75F40119F19008,2019-11-12 01:57:12.793376+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-7b087814-ca56-49eb-8d23-6f4241642b04,2018-07-06 14:52:48+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-02e7782b-b3af-4a74-9823-9bf04fe26f22,2018-11-28 13:32:13+00,BBB010_BBB_gov,BRITISH BUSINESS BANK,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-8d707c25-ea1d-496d-a50f-c507c8012b78,2018-03-14 12:47:42+00,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,DELOITTE LLP,OC303675,39
ocds-0c46vo-0001-5993e9a6-d81e-404d-bdbe-caa3ec264286,2017-01-17 17:12:31+00,LCD047_MOJ_gov,MINISTRY OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-6911f714-340b-4b3e-9c48-be980b3458c8,2018-09-28 10:22:24+00,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-71c67137-f428-490c-abc7-a86826e1f0db,2017-08-17 09:39:24+00,,NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-2f52846a-3716-433b-968d-a971008d7d0a,2017-07-11 09:33:40+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-d4e292c2-39ba-4938-b46c-fffddc23875b,2019-06-28 14:38:31+00,,MINISTRY OF DEFENCE : MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-357d1d24-6134-4bf4-9d4b-68d079716550,2017-07-18 12:23:31+00,BYA010_CCS_gov,CROWN COMMERCIAL SERVICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-64af8c56-8a3c-45c0-b309-40a370cb00cb,2018-06-21 09:42:24+00,HCA085_HACA_gov,HOMES AND COMMUNITIES AGENCY,DELOITTE LLP,OC303675,19
